fruit,label,actual_date,corrected_day_index,local_day_index,ir_morning_count,ir_afternoon_count,ir_evening_count,ir_total_sessions,ir_t_min_mean,ir_t_max_mean,ir_t_range_mean,srgb_morning_count,srgb_afternoon_count,srgb_evening_count,srgb_total_sessions,methane_morning_present,methane_afternoon_present,methane_evening_present,methane_total_sessions,methane_morning_ppm,methane_afternoon_ppm,methane_evening_ppm,methane_day_mean_ppm,sequence_break,days_until_spoilage,signed_days_until_spoilage,exclude,notes,ir_morning_tmin,ir_morning_tmax,ir_morning_trange,ir_afternoon_tmin,ir_afternoon_tmax,ir_afternoon_trange,ir_evening_tmin,ir_evening_tmax,ir_evening_trange,methane_morning_std,methane_morning_left,methane_morning_right,methane_afternoon_std,methane_afternoon_left,methane_afternoon_right,methane_evening_std,methane_evening_left,methane_evening_right,split
Indian_Gooseberry,not_spoiled,20250804,11,11,17,17,17,3,27.48,28.86,1.38,17,17,17,3,TRUE,TRUE,TRUE,3,18.4989,11.0704,16.6528,15.4074,FALSE,9,9,FALSE,,26.84,28.25,1.41,26.18,27.66,1.48,29.41,30.68,1.27,0.0794,18.4286,18.5692,0.3256,10.75,11.3907,0.7319,15.9277,17.3779,train
Indian_Gooseberry,not_spoiled,20250805,12,12,17,17,17,3,28.04,29.36,1.32,17,17,17,3,TRUE,TRUE,TRUE,3,16.8493,16.0398,18.105,16.998,FALSE,8,8,FALSE,,27.31,28.67,1.36,28.25,29.55,1.3,28.56,29.87,1.31,0.0376,16.8686,16.83,1.0143,15.045,17.0346,1.2848,16.83,19.38,train
Indian_Gooseberry,not_spoiled,20250806,13,13,17,17,17,3,29.12,30.39,1.27,0,17,17,2,TRUE,TRUE,TRUE,3,17.0977,18.1075,18.3863,17.8638,FALSE,7,7,FALSE,,27.06,28.27,1.21,30.18,31.35,1.17,30.12,31.56,1.44,0.8046,16.28,17.9154,0.667,17.455,18.76,0.9511,19.3213,17.4513,train
Indian_Gooseberry,not_spoiled,20250807,14,14,17,0,17,2,28.81,30.19,1.38,17,17,17,3,TRUE,TRUE,TRUE,3,17.7304,17.1293,14.8591,16.5729,FALSE,6,6,FALSE,,28.94,30.27,1.33,,,,28.68,30.11,1.43,1.8825,15.88,19.5807,2.0256,19.1386,15.12,0.8584,14.01,15.7083,test
Indian_Gooseberry,not_spoiled,20250808,15,15,17,17,17,3,28.88,30.29,1.41,17,17,0,2,TRUE,TRUE,TRUE,3,18.9459,16.8168,17.2587,17.6738,FALSE,5,5,FALSE,,28.45,29.84,1.39,28.89,30.24,1.35,29.29,30.78,1.49,2.4967,16.4704,21.4213,1.4004,18.2096,15.4241,1.1868,18.44,16.0775,train
Indian_Gooseberry,not_spoiled,20250809,16,16,17,18,17,3,28.61,29.95,1.34,17,0,17,2,TRUE,TRUE,TRUE,3,12.8214,18.3202,16.3467,15.8294,FALSE,4,4,FALSE,,28.09,29.44,1.35,28.63,29.97,1.34,29.11,30.44,1.33,1.2011,11.6321,14.0107,0.9074,19.2177,17.4227,0.6736,15.6833,17.01,val
Indian_Gooseberry,not_spoiled,20250811,17,17,17,17,17,3,29.5,30.74,1.24,17,17,17,3,TRUE,TRUE,TRUE,3,17.9737,18.1611,20.5441,18.893,FALSE,2,2,FALSE,,29.57,30.81,1.24,29.16,30.38,1.22,29.75,31.02,1.27,0.0385,17.9974,17.95,0.2878,18.44,17.8823,0.4202,20.9582,20.13,train
Indian_Gooseberry,not_spoiled,20250812,18,18,17,17,17,3,28.65,29.96,1.31,17,17,17,3,TRUE,TRUE,TRUE,3,16.5873,19.8672,18.7752,18.4099,FALSE,1,1,FALSE,,28.41,29.75,1.34,28.7,29.99,1.29,28.83,30.15,1.32,0.7342,15.8615,17.3131,0.1639,20.0231,19.7113,1.0407,17.7554,19.795,test
Indian_Gooseberry,spoiled,20250813,19,1,17,17,17,3,27.88,29.26,1.38,17,17,17,3,TRUE,TRUE,TRUE,3,17.3424,19.7475,16.4359,17.8419,FALSE,0,0,FALSE,,27.55,28.96,1.41,27.62,28.94,1.32,28.47,29.88,1.41,0.3315,17.0193,17.6654,1.9028,17.86,21.635,0.2072,16.6346,16.2371,train
Indian_Gooseberry,spoiled,20250814,20,2,17,17,17,3,27.28,28.58,1.3,17,17,17,3,TRUE,TRUE,TRUE,3,14.34,14.0869,13.389,13.9386,FALSE,0,-1,FALSE,,27.09,28.38,1.29,27.22,28.59,1.37,27.54,28.77,1.23,1.9675,12.4,16.28,1.1928,12.9138,15.26,1.4248,11.99,14.7879,test
Indian_Gooseberry,spoiled,20250815,21,3,17,17,17,3,26.51,27.93,1.42,17,0,17,2,TRUE,FALSE,TRUE,2,15.719,,15.3207,15.5198,FALSE,0,-2,FALSE,,25.61,27.3,1.69,26.95,28.25,1.3,26.95,28.25,1.3,0.4274,16.138,15.3,,,,0.2829,15.6,15.0413,train
Indian_Gooseberry,spoiled,20250816,22,4,17,0,0,1,25.67,27.01,1.34,17,0,0,1,TRUE,FALSE,FALSE,1,17.7546,,,17.7546,FALSE,0,-3,FALSE,,25.67,27.01,1.34,,,,,,,1.8602,19.6007,15.9084,,,,,,,train
Indian_Gooseberry,spoiled,20250818,23,5,17,34,0,2,26.07,27.32,1.25,17,34,17,3,TRUE,TRUE,TRUE,3,15.6957,12.3438,14.7986,14.2794,FALSE,0,-5,FALSE,,25.69,26.94,1.25,26.26,27.51,1.25,,,,0.3126,15.3889,16.0025,1.259,13.5915,11.0962,2.8115,11.9948,17.6024,val
Indian_Gooseberry,spoiled,20250829,24,6,17,17,17,3,27.24,28.55,1.31,17,17,17,3,TRUE,TRUE,TRUE,3,15.015,16.354,16.1533,15.8408,TRUE,0,-16,FALSE,,26.05,27.41,1.36,27.59,28.8,1.21,28.07,29.44,1.37,2.0262,17.0106,13.0194,0.1775,16.1867,16.5213,1.569,17.7,14.6067,test
Indian_Gooseberry,spoiled,20250830,25,7,0,17,17,2,28.11,29.47,1.36,0,17,17,2,FALSE,TRUE,TRUE,2,,17.7954,17.0453,17.4203,FALSE,0,-17,FALSE,,,,,28.09,29.44,1.35,28.14,29.51,1.37,,,,0.8922,18.6756,16.9153,0.4384,16.6167,17.4738,train
Indian_Gooseberry,spoiled,20250901,26,8,17,34,0,2,28.97,30.28,1.31,17,17,17,3,TRUE,TRUE,TRUE,3,11.6979,16.3518,16.4793,14.843,FALSE,0,-19,FALSE,,27.5,28.89,1.39,29.7,30.97,1.27,,,,0.315,12.0058,11.39,0.654,15.7036,17.0,1.9517,14.5345,18.424,train
Indian_Gooseberry,spoiled,20250902,27,9,17,16,17,3,30.0,31.27,1.27,17,17,17,3,TRUE,TRUE,TRUE,3,14.7889,13.3484,11.7502,13.2958,FALSE,0,-20,FALSE,,28.9,30.19,1.29,29.64,30.84,1.2,31.44,32.76,1.32,3.8251,18.56,11.0178,1.7999,15.1391,11.5578,0.8933,10.8609,12.6394,train
Indian_Gooseberry,spoiled,20250903,28,10,17,17,17,3,29.61,30.99,1.38,17,17,17,3,TRUE,TRUE,TRUE,3,16.8767,14.9396,13.85,15.2221,FALSE,0,-21,FALSE,,29.55,30.82,1.27,29.94,31.26,1.32,29.34,30.9,1.56,1.7768,15.1,18.6533,0.1381,15.067,14.8121,0.9978,14.8382,12.8619,train
Indian_Gooseberry,spoiled,20250904,29,11,17,0,0,1,28.25,29.55,1.3,17,0,0,1,TRUE,TRUE,FALSE,2,13.5711,14.6004,,14.0858,FALSE,0,-22,FALSE,,28.25,29.55,1.3,,,,,,,0.0526,13.5813,13.561,1.4018,15.9935,13.2073,,,,val
Indian_Gooseberry,spoiled,20250908,30,12,17,16,17,3,30.9,32.19,1.29,17,17,17,3,TRUE,TRUE,TRUE,3,13.093,15.06,16.9413,15.0314,TRUE,0,-26,FALSE,,29.82,31.08,1.26,30.63,31.87,1.24,32.22,33.6,1.38,1.2645,11.84,14.3461,1.5348,13.55,16.57,0.6793,17.61,16.2726,train
